yearOfRegistration,gender,ageBroad,majorityStatusAtExploit,traffickMonths,citizenship,CountryOfExploitation,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlThreatOfLawEnforce,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,isForcedLabour,isSexualExploit,isOtherExploit,typeOfLabourAgriculture,typeOfLabourConstruction,typeOfLabourDomesticWork,typeOfLabourHospitality,typeOfLabourOther,typeOfSexProstitution,typeOfSexPornography,typeOfSexOther,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther
2018,Female,09--17,Minor,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,,USA,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,
2018,Female,09--17,Minor,,,USA,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,,USA,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
2018,Female,09--17,Minor,,,USA,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2018,Female,09--17,Minor,,,USA,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2018,Female,09--17,Minor,,,USA,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2018,Female,09--17,Minor,,,USA,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2018,Female,09--17,Minor,,,USA,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,
2018,Female,09--17,Minor,,USA,USA,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,
2018,Female,09--17,Minor,,USA,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2018,Female,09--17,Minor,,USA,USA,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,1,,
2018,Female,18--20,,,,USA,,,,,,,,,1,,,,,,1,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,,USA,,,,,,,,,1,,,,,,1,1,,,,,,,1,,,,,,,
2018,Female,18--20,,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,1
2018,Female,18--20,,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,1
2018,Female,18--20,,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,1
2018,Female,18--20,,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,1
2018,Female,18--20,,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,1
2018,Female,18--20,,,,USA,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,18--20,,,,USA,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,
2018,Female,18--20,,,,USA,,,,,1,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,,USA,,,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,,
2018,Female,18--20,,,,USA,,,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,,,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,,,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,,,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,1,,,
2018,Female,18--20,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,1,,,
2018,Female,18--20,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,1,,,
2018,Female,18--20,,,,USA,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,18--20,,,,USA,,,,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,18--20,,,,USA,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,18--20,,,,USA,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,18--20,,,,USA,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1
2018,Female,18--20,,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,,USA,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,,USA,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,18--20,,,,USA,,1,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,,USA,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,18--20,,,,USA,,1,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,,USA,,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,
2018,Female,18--20,,,,USA,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,USA,USA,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,,,USA,USA,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,USA,USA,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,USA,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,18--20,,,USA,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,18--20,,,USA,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,18--20,,,USA,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,18--20,,,USA,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,18--20,,,USA,USA,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,USA,USA,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,USA,USA,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,USA,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,USA,USA,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,
2018,Female,18--20,,,USA,USA,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,,,USA,USA,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Adult,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1
2018,Female,18--20,Adult,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,
2018,Female,18--20,Adult,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Adult,,,USA,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,18--20,Adult,,,USA,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Adult,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Adult,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Adult,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
2018,Female,18--20,Adult,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Adult,,,USA,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,18--20,Adult,,,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Adult,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Adult,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Adult,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Adult,,,USA,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
2018,Female,18--20,Adult,,,USA,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Adult,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Adult,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Adult,,USA,USA,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,
2018,Female,18--20,Minor,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Minor,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Minor,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Minor,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Minor,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Minor,,,USA,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Minor,,,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Minor,,,USA,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,18--20,Minor,,,USA,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Minor,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Minor,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Minor,,,USA,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,18--20,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Minor,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Minor,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Minor,,USA,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,18--20,Minor,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Minor,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Minor,,USA,USA,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Minor,,USA,USA,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,18--20,Minor,,USA,USA,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,1,,,
2018,Female,21--23,,,,USA,,,,,,1,,,1,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,,USA,,,,,1,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,,USA,,,,,1,,,,1,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,,USA,,,,,1,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,,USA,,,,,1,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,,USA,,,,,1,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,,USA,,,,,1,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,,USA,,,,,1,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,,USA,,,,,1,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,,USA,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,21--23,,,,USA,,,,,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,,,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,,,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,1,
2018,Female,21--23,,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,1,
2018,Female,21--23,,,,USA,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,1,,,
2018,Female,21--23,,,,USA,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,21--23,,,,USA,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,21--23,,,,USA,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,21--23,,,,USA,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,21--23,,,,USA,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,21--23,,,,USA,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,21--23,,,,USA,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,1,,,
2018,Female,21--23,,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1
2018,Female,21--23,,,,USA,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,,USA,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1
2018,Female,21--23,,,,USA,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,21--23,,,,USA,,,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,,1,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,,USA,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,,USA,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,USA,USA,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,USA,USA,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,USA,USA,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,USA,USA,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,USA,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,
2018,Female,21--23,,,USA,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,21--23,,,USA,USA,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,USA,USA,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,USA,USA,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,,,USA,USA,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,,,USA,USA,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,Adult,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1
2018,Female,21--23,Adult,,,USA,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1
2018,Female,21--23,Adult,,,USA,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,
2018,Female,21--23,Adult,,,USA,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,21--23,Adult,,,USA,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
2018,Female,21--23,Adult,,,USA,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,
2018,Female,21--23,Adult,,,USA,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,
2018,Female,21--23,Adult,,,USA,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,
2018,Female,21--23,Adult,,,USA,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,
2018,Female,21--23,Adult,,,USA,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
